First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
She began brainstorming a new ice cream recipe.,1.654769040092245,She threw her ice cream in the garbage.,1.8186532163849116
Miriam did not enjoy arguing.,2.462548791453665,Miriam became a very successful lawyer.,2.4813115408158297
The field trip went very well as we had hoped.,2.335045473922946,"The bus never arrived, and we missed our field trip.",2.117206594668886
My family only ate vegetables.,2.91758343357942,My family was too demanding.,2.8809828607534635
Alice was a mess during her presentation.,2.367992533946172,Alice helped herself to some coffee and sat down to relax.,2.571319160638003
Gina's mom liked her behavior.,2.313764940059836,Gina got in trouble.,2.4414000926507633
Amber slowly developed into a pretty good hitter.,2.181584099054902,That extra practice improved Amber's fielding skills.,2.147509809541255
Gina missed her grandfather very much.,2.4336221134927576,Gina was had a great time at her grandmother's house.,2.400383639614177
I hated Christmas.,2.6987033607726456,It was a great morning.,2.647128814881997
Jim made the basketball team the next time.,1.9885838295382305,Jim quit playing basketball.,2.0187952556387234
"Gradually, Mary was able to pay off her debt.",1.881605442793125,Mary saw no change in her financial situation.,2.135061953033925
John turned his homework in the next day.,2.66930564268105,John didn't know what to do.,2.6940374436694774
"Once there, she got her dream job.",2.4418589958153034,She decided to go back home.,2.46029984977638
John had a nice day off of work.,2.002779592632865,John then felt sick the rest of the day.,1.7735163787212804
Sally decided to order her own pizza.,2.06151486463276,Sally was very happy to see cheese pizza.,2.0008774072080784
I went swimming in the lake.,2.466790421511184,I've never had a worse day.,2.5008047771236934
Ed won the game.,2.393994099100929,Ed lost the game.,2.4699285228562466
Lary ignored it and kept working.,1.7929060612077614,Lary was happy and excited.,1.812312194436445
Jim decided that he would rather buy a bike instead of a car.,2.4320938125219267,Jim saved a lot of money in gas by buying a battery run car.,2.348834307208979
Sam was very amused by his dog's behavior.,2.716669613477397,Nick decided to take his dog to a trainer.,2.585899130564245
He was relieved to be alive.,3.1631378400228964,Everyone else got out safely.,2.9984771654476674
Jake satiated his hunger.,2.5991547328628535,Jake then threw the sandwich away.,2.552203724365006
Matt trained hard to return to being a pianist.,2.1100729286449793,His training paid off at a marathon later that year.,1.9574351966225836
Susie was so happy.,2.0314615655260093,Susie was upset.,2.0553301810151745
Jon and Mika then gave birth to a boy.,1.8262494241686407,The baby grew up to be healthy and strong.,2.087299680519808
Brendon got angry because he was in serious pain.,2.714287994567176,Brendon couldn't believe he was soaking wet.,2.711630032389694
Cara sold lots of items.,2.348199931590096,Cara left for Vegas.,2.3859857370747317
Lorraine is pleased.,2.0274690593382636,Lorraine is disappointed.,2.050712411342679
The meal Joe prepared was cold.,2.6516912592835027,The meal Joe prepared was piping hot.,2.6627415112925825
Many people viewed Jake's skirts.,2.7666174153284633,Jake hope no one would view his skits.,2.6403940556595416
"The window was busted, but the horse survived.",2.5342095249330994,Jackie was happy her car was undamaged.,2.51401604761256
They burned their candles that evening.,2.514464882948094,He poured the majority of it down the drain of the sink.,2.8987464008391433
I was happy with the TV.,2.4498795628084054,I returned the TV.,2.398761039603867
Dennis won the competition.,2.4507817925085456,Dennis did not have fun.,2.644746567279185
The next year his garden was beautiful and healthy.,1.8015401955359283,In the spring he decided not to start a garden.,1.754200860672241
Joe paid for the delivery of some Chinese food.,2.548298956349173,Joe started eating the pizza before the delivery man left.,2.4296271860319982
It was the best New Year's Eve party ever.,2.0847711084598455,"She accepted the food, and asked them all to leave.",2.07634105033968
Jim felt pleased.,2.7194783735293204,Jim was frightened by his gunfire.,2.5542435118355256
She also bought plenty of blouses.,2.603833165065823,She wore a ripped shirt the next day.,2.7158002954956175
Juanita climbed back into the boat.,2.4599126207004236,Juanita continued to take pictures.,2.66725523710437
Jody was fired on the spot.,1.9536825585401922,Jody became a manager and succeeded.,1.9700400005507985
The two then caused more problems.,3.23593910765798,Charlie changed his bad habits.,2.860149413020626
She spread out a blanket and had a lovely picnic.,2.263504841119911,She ate all her meals in the cabin while on vacation.,2.2161738769607155
She thanked her friend for the advice.,2.466451423986217,Marcy stopped talking to her friend.,2.263892110934859
Sharon knew her time with Fancy was short.,2.6432686607377,Sharon couldn't wait for Fancy to go.,2.660973692790166
Keith's car then skidded off the road when an earthquake struck.,2.8576608990091223,Keith's yacht hit the reefs at high speed.,3.065986363187128
Sean hated dining al fresco.,2.5623436795977703,Sean loved the outdoors.,2.4340950882680263
Their son was difficult to take care of compared to Joy.,2.3167713643773915,The parents had another baby.,2.3537777768825476
Chris begged for mercy.,2.1579011404872355,Chris was excited to get caught.,2.138375989019701
Neil stayed some extra days in Bangkok because of all the fun.,2.8432390432773054,Neil decided he never wanted to go to Bangkok again.,3.0155651689024934
Amy was devastated.,2.2900587094077878,Amy was pleased.,2.290313612146215
It's so gross that I warned my friends to never eat there.,2.5681576853597123,We walk in and the food is on the table right away.,2.7821939146180448
Mike laughed hysterically.,2.6755548168944694,And he decided that it was his calling to fight crime.,2.4925460620844886
Tracy was happy with Doug.,1.4784796983873374,Tracy's apprehensions about marriage were confirmed.,1.5458232986999938
He closed his eyes and picked one.,2.69029094819608,Joseph went downstairs and got an ice cream.,2.8002455558498056
He enjoyed his stay in the country.,2.574270852159408,Neil was bored of the trip and went home.,2.5678652154458006
The friend was very grateful for the help.,2.76080259940128,Then I took the tire off and left him stranded.,2.554842974453145
Grace was very disappointed.,2.8627664083326945,Grace was happy about the ice.,2.699218768424118
Harrison got angry with Emily.,2.458254814709661,Harrison was happy and excited.,2.4843859102880037
She found a cool item and then happily bought it.,2.208798808505244,Sally could not buy anything without any money.,2.502083270160857
Fred didn't like his diary.,1.803351077675364,Fred enjoyed reading stories from his past.,1.6139920078820331
Sky wanted to leave as soon as possible.,2.9813645329294083,Sky never wanted her trip to end.,2.897022401556302
Joss told her mom that the exchange student was mean.,2.4969854043444744,Joss considered the exchange student to be like a sister.,2.45477159865952
The all decided to never do it again.,3.017326938428767,They all had fun.,2.649577170139576
I wish he would pass away already.,2.990638679801111,It's nice to relax and reminisce.,2.6553444256102114
"Less than an hour later, they're stomping around again.",2.551493466049458,"They were so quiet, I had to call the police.",2.5624278554290147
He wore it everyday.,2.649665185448387,He threw it in the trash.,2.758976003952076
He remembered to invest in gold.,2.700633266171186,He did not drive under the influence.,2.8845217956074447
Francisco became a good surfer.,2.3390292540847,Francisco became a good skier.,2.0989594874736732
Sal felt rotten.,2.5501884003915727,Sal felt great.,2.5310214157172037
The friends found Alycia's truck.,2.188643126309129,Surprise they found it on the street she parked it.,2.425390222434635
Katie was disappointed when her mother said the back yard.,2.5741114050269727,Katie was relieved when her mother said the back yard.,2.5317240003221757
Eric hit the ball with his baseball bat.,2.6362140180005174,Eric couldn't return Bill's hit and lost the match.,2.4507219935316944
Gina was very happy with the outfit she picked out.,2.9180200522852004,Gina's mother took out a loan to cover the expenses.,2.8071520506339347
She then scared away the squirrels.,1.8518615556235114,The squirrels began to come to her house more often.,1.829114130053905
Gina was natural rebel.,2.7387156782479742,Gina was worried about her parents finding out.,2.7250944825744567
Then they moved to their new house.,2.276623322669703,Alicia was happy to be leaving her old house.,2.1859985055495037
He was happy that his friends considered him trustworthy.,2.97588816710595,He had to admit he didn't really like their cat very much.,3.0864382143501645
I ordered pizza to eat instead.,2.3060722279620993,I loved the new raincoat I bought.,2.586354001950155
Laura felt she had wasted her time.,2.064439236184962,Laura had a good day in class that day.,1.9288432745898478
They went home talking about their night.,2.567719570165041,They got into the plane.,2.6180468291054195
It worked and the speech was received well.,2.8639107840619245,I stopped talking and went home.,2.8831311610799166
Alice was upset she had to settle for Chinese food.,2.5793633478646294,She invited all her friends to join her at that restaurant.,2.425353740008314
I cooked the noodles.,2.187012901262855,I threw the noodles in the trash.,2.2283326648901864
He finally found it in the garage.,2.2692537247266853,Pete decided it would be a great time to take a trip to Vegas.,2.376965735941557
He decided to go home and cry.,2.545583121931517,He was so happy that he did and loved the park even more.,2.190890935918053
Wendy happily bought more of the bath oil.,2.718156549086447,The company gave Wendy a full refund and apology.,2.742236828482092
He decided to have two.,2.4346755906684527,E spit out his beer.,2.248633999826331
The frog had never had such a full stomach in his entire life.,2.633533655551508,The frog was still hungry.,2.404005075831724
She gave him a dessert treat.,2.567712120195903,She yelled at him.,2.5732044201014412
Then I ran towards the snake.,2.4161833566279762,The snake bit me.,2.585377843001491
Matthew's mother finished all of her work on the computer.,1.7117558981161063,Matthew's mother put Matthew in his time-out corner.,1.6820535779720425
I ignored it and went home.,2.582958534047137,It was a deer that I was able to stalk and shoot successfully.,2.4689848125878595
It took 20 minutes to remove the needles and continue climbing.,2.886866289159427,Jack was able to climb without any discomfort.,2.7390442650269504
Jim asked Lynn on a date.,2.6903822911131856,Lynn told Jim the he is unattractive.,2.8516486894106987
Riley looked much better and was well received.,2.761113047854243,Riley stopped being friends.,2.5771770327224877
Aya was very happy about the outcome of the contest.,2.297155252510231,Aya was very upset about the outcome of the contest.,2.258141369803922
His parents gave him three days off.,2.3468694777516412,His parents threw him out of the house.,2.314069542516891
Anna sued them but got nothing because they had no insurance.,2.7829719001012974,Anna went to the club and danced all night long.,2.668040212968009
They purchased a nice home in a new neighborhood.,2.5407692064284437,They both purchased sportscars with the money.,2.6468416553260896
I have no computer.,2.90309933659361,Most people liked Cover A.,2.553459821826442
The cat accepted the new post made of sisal.,2.777875310961546,The cat rejected the new post made of sisal.,2.801152975805183
Daniel hated writing.,2.5021551796147747,Daniel had to get an actual job.,2.452584999740176
The guards stole the ball from Jeff.,2.384317592586548,Gary thanked me for my thoughtfulness.,2.7856572117153697
We will never camp again.,2.7975777942682387,We had a wonderful time camping.,2.4782659942947616
I liked getting a good deal.,2.161883726256749,I decided to throw my bowling ball on the counter.,2.4796829718477027
Joey finally received a call from an employer and got the job.,1.8942684479745686,Joey spent her days playing video games.,2.2768088102643342
"Joe ordered some new cable channels, but was still unhappy.",2.7040229766329116,He was much happier now that he some companions in his life.,2.6114789241949468
Nya decided to eat the same thing everyday.,2.2513556236530627,Nya later regret eating unhealthy food.,2.1922621867587577
A tornado came within 2 blocks of the house!,2.666234251169653,So I went outside to play.,2.9234892814321527
I decided I didn't like drawing.,2.6818395469926077,I went home and practiced drawing.,2.5083462860768972
Lisa still felt confident that her choice would make her happy.,2.421313124420352,Lisa got a degree in business.,2.2922354012107338
When her parents caught her she was grounded.,2.4135315091934344,Mary's friends were very disappointed in her.,2.4476103510321106
Afterwards they watched the sunset from a cliff.,2.930386739687039,"Ivy returned home, and never spoke to Peter again.",2.7436389462573683
The Man was not a building designer.,1.999503363847135,The man built the tower and it was grand.,1.798072910045113
She gawked at how much her and her sister look alike.,2.479540626681001,She tore the picture up and threw it away.,2.629087569693241
Liz got bored of the game and took a nap.,2.622888733178446,"When she heard him giggling from a closet, Liz was relieved.",2.619164801955398
Mark ended up being late for work.,2.073785740236808,Mark was early for work.,2.161400963745673
Amy was very committed.,2.414618444301193,Amy showed little interest in the flute.,1.996194297866684
Emily's child walked closer to the lions.,2.628474143111465,Emily picked up her child to comfort him.,2.727769692284889
Kim scored a basket and got a puppy.,2.799690015825854,Kim was upset when her family got a puppy.,2.943420640673754
Kayla thought it was the best date she'd ever had.,2.614636288365429,Kayla told the therapist she was suicidal and asked for help.,2.410764736899321
He was relieved to find out he was wrong.,2.7245265482545094,Ricky was soaking wet from falling in the pond.,2.666949345509496
My husband is so grateful!,2.3880538626772743,My husband is so disappointed!,2.326797433048146
Ralph's mom punishes him for refusing to help.,2.8213154181621674,He is surprised when his mom gives him money for helping.,2.9939502376865375
Kayla was an only child.,2.48978559374288,Her sister was mad!,2.370399996209861
Laura was then impeached by the country.,2.6820332808718943,Laura then became elected by the country.,2.56163272948809
Charlie started taking bribes.,2.3994412606493216,Charlie vowed to change things if he was ever made chief.,2.550519814155286
Sean's roommates got very angry that he wasn't listening.,1.8454625819647816,They tell him to never wait so long to do laundry again.,1.8160223667388178
"She never discussed it again, and didn't become a doctor.",2.4309186041872177,We took her out to drinks to celebrate.,2.548493001173693
Kelly went home to change into dry clothes.,2.3697531877897764,Kelly was very happy to have soaking wet clothes.,2.2865641450025547
Ben asked his grandfather when they could go fishing next.,2.336937762380386,Ben asked his grandfather if they could watch a movie instead.,2.6707158331982876
Amelia went back home.,2.394650363454793,Amelia was very happy.,2.482640966796182
The boy hoped to get lots of presents from Santa!,2.125554751575922,The boy left without getting his picture taken.,2.484964178318801
When he woke up it was freezing.,2.4484648673193914,Stewart was glad that he remembered to keep the fire going.,2.484879278441601
Anthony became successful because of his linguistic abilities.,1.5065660970381054,Anthony could not get the language down properly.,1.6259646195534776
She bought two skirts and a blouse.,2.272291821368892,After that she was able to go home and cook a good meal.,2.1795124659000122
Joanie was pleased with her brother.,2.3843445993118406,Joanie ran outside to confront her brother.,2.3706876093230376
Cornelia then moved her bed back to where it was.,2.2670301974364135,Soon all her friends had arranged their beds the same way.,2.4244365945345474
Tim feels safe when he rides his motorcycle.,2.234769724690219,Tim is scared to ride his motorcycle.,2.260619038848375
Wendy ran out of the room crying.,2.7157217561100575,Wendy enjoyed seeing the photos.,2.506044057390384
Lester continued his life without a cell phone.,2.485319777257137,Lester went out and got the best cell phone he could afford.,2.581122416640652
Ben was able to get his oil changed.,2.4967739985717854,Ben sold his kidney for crack.,2.660206365998242
I came home and ate cereal.,2.6257573040558806,I came home and ate pizza.,2.808236475415397
Anna soon returned the fish to the store.,2.0389425476584973,Now Anna has a diverse tank with fish and coral.,1.9292332852992322
Lee decided to adopt a puppy.,2.0900755001400113,Lee decided to adopt the kitten.,1.9531873041455148
Bob really enjoyed his shopping trip.,2.454210686069972,Bob returned everything the next day.,2.645825755449377
Jamal Lewis gave him personal advice and wished him the best.,2.644748867987044,Young Reggie told him to stay far away from him.,2.743953667569194
She liked taking care of the robin.,2.414440648075989,But she didn't want the robin anymore.,2.5233085668753223
I'm now free to pursue a career that will make me happy.,2.352055319964121,I go back to work at my job tomorrow.,2.087325456760838
"Honestly, I didn't really know why either.",3.0382201934512083,After a few weeks the flower died.,2.7758157859390375
Ben was frustrated at the extra charge.,2.556610928292162,Ben was happy after getting the call from the bank.,2.6183677233776246
The patron helped teach Chris how to speak basic French.,2.760289591218335,The patron didn't understand Chris because he only spoke Chinese.,2.8461943677560164
I learned a lot from Google.,2.472896933556764,I quickly become very angry at it.,2.8755116536524405
He was pleased when he was given the promotion.,2.43086322213891,He realized he needed to quit his job.,2.3669417336906484
Fred's boss gave him a large hug.,2.0788454480671907,Fred's coworker who saw him assault his boss called the police.,2.00004601520385
She bought more cable boxes.,2.5920976560898774,She was glad to hear that.,2.9077140550341536
Victor decides to start buying pistachios regularly.,2.223249823328552,Victor realizes he has left his sweatshirt at the gym.,2.827364685947898
She asked her neighbor for a jump-start.,2.713172675094236,She drove her car to the mechanic to get it looked at.,2.745376407196802
Eventually Tom went back on the grid.,2.578871384123218,Tom loved the idea of a fast.,2.8295647220553177
Tim worked hard in school to become one.,2.5998783502059424,Tim hated mars.,2.4190710067758894
Fred regretted his stock purchase.,2.1997470914183435,Fred was very happy.,2.5637455664314026
Jen won the spelling bee!,2.4240880141852257,Jen lost the spelling bee.,2.3899911453744442
Kelly loves to have visitors.,2.6414505523235383,Kelly is agoraphobic.,2.8124963025835217
She had a wonderful time on the beach.,2.478625355131558,She was fortunately able to get back to the beach house safely.,2.4875379205455554
Andrew wished his parents had alcohol.,2.1298114750664356,They drank the alcohol and got drunk.,2.440722529437987
She was happy when the power came back on.,2.6152959092924304,Ellen was perfectly comfortable.,2.7801043327288593
Mike had a stroke.,2.8254824957867615,Mike started laughing hysterically.,2.8217047573438885
He blamed her for stealing his bike.,2.7745215320331615,She was happy he asked her to the dance.,2.1411541127979126
I decided never to go back to that restaurant.,2.541403481057093,This was my new favorite restaurant.,2.455336031685203
I was very excited.,2.8796495057968032,I was very disappointed.,2.969642773718226
She had left the shower running.,2.4596845065628785,Helen went down to the lake to rent a jet-ski.,2.556449465995623
Dan admired his father.,2.8300630587404667,Dan was ashamed of this father.,2.8608480389189035
Jeremy has a difficult manner for the workplace.,2.402217370645001,Jeremy's demeanor is perfect for the workplace.,2.613671059940239
Fran's yard is now overrun with bugs.,2.713798444951137,Fran suffered a fatal heart attack as she arranged flowers.,2.998388918090785
Our team was ashamed of their performance.,2.26140345310388,Our team felt gratified.,2.1268898525870554
She dropped out of college.,2.0989113369289485,Kelly graduated with good grades.,2.1641667572967247
Sophie cried.,1.8439155122563753,Sophie laughed in her face.,1.9736102994218674
Kelly hoped that she would get a call soon.,2.317397829033311,Kelly hoped that she wouldn't get a phone call.,2.4649258836640127
They decided to play baseball there.,2.7215900856878275,They left and went to school.,2.43889123074386
Mia won a jackpot!,2.1224875067489593,Mia lost even more money.,2.1471174081292945
She is happy with her selection.,2.8640889414865347,She donates the boots to the thrift store.,2.6909618036027285
Andrew was disappointed he found the ring.,2.7425550658851963,Andrew was so relieved.,2.837470982717215
He hated his decision and himself.,2.368297864297584,He learned that honesty pays.,2.191555663581381
That's why I take two of them every day.,2.637911363945303,I decided to only take one long warm shower per week.,2.7734383895404924
Barry also bought a hot dog.,1.7978368711675712,Barry decided to leave the game.,1.7170724747390624
We put out more red wine bowls after the results we saw.,2.735618057916892,We could even see the trap working.,2.7655405194009575
They adopted the cat.,2.3327507293196983,They left the shelter without an animal.,2.5319652933104746
They all went back home.,2.433234689965088,The crowd made many people late to class.,2.4559239491002813
Azalea was very cool.,2.4438178393006673,I won't be going back to another concert.,2.2602479351243923
Eric then gave up working out.,2.54176533453239,Eric stopped being anorexic.,2.475850791037335
"After she finished studying, Sally collected firewood.",2.2603501007402977,"Sally did well, and her parents agreed to take her to Hawaii.",2.120721299993075
We did not make any money.,2.880917716246379,We made a lot of money for our needs.,2.6612925307467705
My house is now full of flashlights I don't know what to do with.,2.1779440136177013,I hate my smartphone.,2.505696609873379
Terry was forty five years old.,2.4981949557013765,Terry was still disappointed.,2.4249175799398683
The Parker family was frustrated.,2.1658319560764636,The Parker family soon moved into their new home.,1.8677633620338674
Tom began to laugh.,2.982451932017568,Tom began to worry.,2.917700804761592
Kelly was relieved that the battery was still good.,2.3693962480386253,Kelly reluctantly paid for a new battery.,2.2901900827540267
"After he left the hospital, Joe went surfing.",2.7033134854411833,Joe was in terrible pain.,2.7795001297515323
He felt like his mouth was on fire.,2.7316421196181255,Neil loved eating bread.,2.610290127403742
When I got home I went right to bed.,2.0822777084767528,The teacher was happy I slept in detention.,1.8596070829724143
Amanda enjoys learning about nature.,1.3691578852080162,Amanda finds nature boring.,1.5076965636149793
Terry hope to improve.,2.203835200125566,Terry has given up swimming.,1.7995154158063902
Kaylee and James were married in the fall.,1.8089390250287312,James was sad about the proposal.,2.2040135876332445
She turned down the job when the manager offered it to her.,2.312701783646544,The next day she got a call and was offered the job.,2.14565496098048
"Someday, she told herself, she would get a full-body massage.",2.289840881829538,She felt magnificently relaxed and contented afterwards.,2.4528249420280663
Bob was even more happy than before.,2.09486942381696,"Bob was still happy, but less excited.",2.2326154288508526
We were all very upset.,2.673542801166156,It was the best meal we ever had.,2.5370651935914657
The children threw the money in the street.,3.043205927221666,The children excitedly bought ice cream cones.,3.086561261013551
We boarded a flight to the beach.,2.092196975176172,We decided to keep driving past the airport to the beach.,2.2029369653110877
Susan left feeling very angry.,2.732799970010641,Susan took good care of them.,2.534229457933198
The television show had hooked me in.,2.407095391795255,I hated the television show.,2.6167319884509084
Howard was happy to have had such a good day.,2.342361888158055,Howard sat and cried the whole time.,2.5520560404557475
Trent charged two pitchers of sangria to his parent's room.,2.1869480364484666,Trent was careless and caused a huge fire.,1.931273059141787
"He told the police, who said they weren't likely to find it.",2.6391049165370895,Things had turned out just as he'd hoped.,2.533076529321405
They loved the new look that Tommy chose.,2.589811257785816,They made Tommy shave his head.,2.595803792425101
Cameron came by and helped Robbie shovel.,2.5118795336690796,Cameron went to the movies and watched Ghostbusters.,2.8970076192543237
Ronald put on his shoes and laced them up.,2.3231593134436808,Ronald went to look for more laces.,2.4012738804055456
Sara had a baby boy.,2.1454548869285484,Sara took a nap.,2.3470800020089855
My uncle hates the beach.,3.021277745371659,My uncle enjoys his hobby.,2.935074934112545
I do not have a sister.,2.773182075262509,We had a great time!,2.6602332053496998
Alice felt her friends were slightly thoughtless.,2.230354501549223,Alice felt her friends were very thoughtful.,2.148475446920964
I adopted the puppy for my daughter.,2.119327960218098,I decided to buy her a candy bar instead.,2.450183367427542
Zeke then happily moved to America.,2.241399886570708,Zeke lived out his life very happy.,2.4735144291310185
The navy got back to her promptly.,2.3029686114979393,And the US army got back to her.,2.3335723327536546
Gina had a great day.,2.7387379710725575,Gina felt very lonely.,2.698353598832143
I vowed to never get on a plane again.,1.8768682855766823,I am no longer afraid of planes.,1.8367181125949315
He threw the box in the closet.,2.546336790150007,And he opened it as soon as it got there.,2.527521674259271
Neil felt very happy and satisfied that he'd been able to visit.,2.701446720187027,"Neil spent all his money too quickly, and never saw art again.",2.631518048047612
Jessica was very happy.,1.9964653892870812,Jessica was very angry with her dad.,2.0114349886112945
Sandy threw her bed away.,1.952559010017272,Sandy sold Jim her old bed.,1.869008803607814
I loved all of my professors.,2.28645291493316,Teaching myself helped me get ahead of other students.,2.1091360703168567
He said hello and they began talking.,2.7617699162625255,He dived into the cool water.,2.825911808997325
Neil was fascinated by the scale and beauty of the pyramids.,2.5729765208122726,Neil couldn't wait to get back to the hotel so he could watch TV.,2.839440042149719
Jen put more bleach in her hair.,2.4472350169317276,Jen's mother fixed Jen's discolored hair.,2.485080514253686
Doug looked out the window and saw a blanket of white snow.,2.3097437653656634,Doug found no snow and was instantly thrilled.,2.2484980968868666
Joe was late for work.,2.6096676151936506,Joe went back to sleep.,2.5089987125450506
The police didn't question her.,2.909106245040091,She hired a defense attorney.,2.9834441831435745
We bought a chihuahua.,2.192565778625071,We bought the kitten.,2.0317380856785925
His sister congratulated him.,2.8923639789642275,He was sad for the rest of the day.,3.028255936387908
Finally they decided on an apartment.,1.7559890565999974,They broke up after.,2.363796605588492
Greta was happy that nobody showed up.,2.4140632984210986,"Greta was very sad, but her parents cheered her up.",2.412259161049644
The festivities went on without a hitch.,2.8571460530876998,All the guests were covered in snow.,2.8793708769559716
Amy did not like Christmas at all.,2.450458620150483,"On Christmas, Amy got exactly what she hoped to get.",2.22680327538433
Anna doesn't like vegetables.,2.548335762469732,She had a bountiful harvest.,2.251753049446857
Hannah loved her fingers.,2.0086857662169084,Hannah gave up the piano.,1.9426602382290115
Keira was so proud of her new boyfriend.,2.749557078696004,Keira cannot stay with this abusive man.,2.885985009139484
The shepherd then went back to his house.,1.7871885574081174,The shepherd then released the sheep.,1.618102400285614
He asked the lady from bingo to go to dinner with him.,2.328845415477389,He decided to never date again.,2.492648530124241
She loved playing golf.,2.9727095497873544,She couldn't believe how windy it was.,2.6525574372753247
I didn't win.,2.6670059588103836,I was disappointed when I won.,2.663951138667717
Amy then failed the test because she did not prepare.,2.8745348730755618,Her song helped her and she then did well.,2.8469087309865504
I ended up leaving early because I was sick.,2.515155655307223,I had a great first day of work.,2.411419124599456
They had a good time together.,2.488403531382347,But they didn't have any fun.,2.6906922146675023
Kay had to put some of her things in storage.,1.8403599743270591,Kay had to go buy more things.,1.9829119892520102
The girls were thoroughly embarrassed.,2.84856687762267,The girls had a great time.,2.831529846537417
Vinny kept walking.,2.7359508269622084,Vinny got his picture taken with him.,2.702988822080153
My birthday was the best day ever.,2.62610059833655,A lifeguard jumped in and pulled me out of the deep end.,2.149502358146404
The Smith's cat meowed at the front door.,2.90802563809743,"The Smiths all cheered, and rushed to hug their cat.",2.83398611292105
Flora felt forlorn because she never got to see Europe.,2.2642799416173567,Flora visited her parents every Summer to tell them her stories.,2.235127664522165
Joyce threw the fruit away.,2.478464331687832,Joyce was happy with the new fragrance.,2.6354572419081204
Ted felt very dry.,1.6877300037013994,Ted almost drowned but was saved by his friends.,1.47716682994134
We decided to leave without visiting the exhibit.,2.3953809618767252,We were gratified.,2.6220863551010125
They feel foolish for having done so.,2.7184468612712585,They save the world.,2.4883984702561346
Yvonne was proud of herself.,2.439043392098431,Yvonne felt defeated.,2.4420303013907354
She then drank her hot chocolate.,1.7668288169536854,"When she finished the preparation, she consumed the yummy drink.",1.7221103193309646
Maureen said girls didn't belong in science professions.,2.224227949772457,Now Maureen shares her passion for Biology with students.,1.9291480170094184
Cornelia chopped the  table  up  for  firewood.,2.15488997289847,Cornelia  uses it as a nightstand in her room.,2.241352954072296
Jim gave Bo a massage.,2.6170307376752127,Jim won the race in his Corvette.,2.27335088687779
He laughed and asked for a re-match.,2.5703737345571147,He was so angry he never spoke to her again.,2.5975761586696127
He is an awful chef.,2.4502132253644437,He is a fantastic chef.,2.4122592699105807
The little sister was given a cookie for her behavior.,2.6226330735133296,The little sister got punished with a timeout.,2.5899467811257377
Eventually I found some trail markers.,2.2995526261503896,I decided to stay lost.,2.2478653314003796
Jim sold the ring for 1000 dollars.,2.406354243607774,Jim threw the ring away.,2.491028929518807
They both felt great after eating the pies.,2.516842319930748,Kyle and Ted got so sick that they both lost.,2.6204349551477986
Bob said he felt bloated from drinking too much water.,2.7306777406819576,Bob's friends quickly brought him some water to hydrate him.,2.652938410386741
The children all went to bed without any dinner.,2.7959905833555556,Kathy took them to the store again right away.,2.4171594301867536
Luckily my friends found me.,2.775822394190466,I nearly died of frostbite.,2.5784944965721204
Laura was pleased to show people her art.,2.2646107771465864,Laura never painted again.,2.4755565701664035
He won his first fight by knockout.,2.0922824573408336,His wrestling matches were very exciting.,2.0708762136635404
We vowed never to return to the Great Wolf Lodge.,2.9647109305937516,We all had a good time.,2.778267083835597
The tall gentleman asked Tom for a glass of water.,2.755318072978259,Tom asked him what the problem was.,2.593018475431098
Allie was able to lose the 10 pounds and have the skin removal.,1.9012848630156036,Allie gained all the weight back she had lost.,2.0144981713038668
Jenny continued to drive straight.,1.5284930081658554,Jenny narrowly avoided a car accident.,1.7500714406167892
Elle hated driving.,2.1116447280058073,Elle was very responsible.,2.1990821462169263
He told Jay the repair would cost nine thousand dollars.,2.470851277711431,The mechanic told Jay that was only a minor repair.,2.3863631586509833
Don laughs at the experience.,2.4244536964302914,Don never forgave his friend.,2.457094623845379
The neighbor had my dog.,2.562877452651499,I gave my dog to the neighbor.,2.6518651313801733
I don't love him.,2.87264492241699,Eventually we had children.,2.7852471904367726
Cindy went and ran cold water over her hands.,2.140196436689761,Cindy continued holding the soup.,2.1048583684378004
She works hard on perfecting her routine on the parallel bars.,1.8186736837457502,"From then on, she swims the backstroke constantly.",1.3250251308061478
I hate bistro style dining.,2.7395752981067045,I had a wonderful time!,2.4952635826670826
The dog happily ate the salad.,2.8695638205051885,Jess decided to make egg salad.,2.721245233477089
Robbie and I dressed up for the occasion.,2.6265946783258354,Robbie and I wore shorts to the restaurant.,2.737780991649775
Lonnie did not to camp out.,2.9901268549459568,After the initial noises Lonnie settled in for the night.,2.905029749751959
Bob made it to work on time.,2.3119003662275057,Bob decided to go to the beach.,2.4777333810901245
Ava was able to fly without spending any money on her ticket.,2.359561093315932,Ava took the bus across the country for her trip.,2.401487269505025
Sharon went out and gambled all her pension money.,2.5450109775739715,Sharon is now looking forward to a new chapter in her life.,2.5774123859764
Nita was so happy she finally beat her dad at rummy.,2.463688119413453,Nita hated playing rummy.,2.547981081187903
Tina has a baby blanket.,2.685214026421852,Tina took second place in the competition.,2.47010026943272
Neil thought the builder hadn't put in much effort.,3.0376497809057703,Neil was glad he had seen the taj Mahal.,2.7371858560822995
Mark and Frank apologized profusely.,2.1988293934607253,Mark and Frank hit her again.,2.031431409584777
They all hung out at the lake that afternoon.,2.990587004546774,They all hung out without him and he felt excluded.,2.960150177727913
He shared it with a cute girl he met.,2.380739368771027,Vince threw the yogurt away.,1.7611382080744544
